# baggy LUT export
# fit: empirical
# target: /gnss/fix.altitude
# x1: /gnss/fix.latitude
# x2: /gnss/fix.longitude
# N: 3566
# bags: 3, dropped_missing: 0, dropped_filter: 1090
x1_center,x2_center,target,count,std
45.95239320833333,15.42249173611111,351.5709293368126,0,0
45.95244629166667,15.42249173611111,352.4905637970848,0,0
45.952499375,15.42249173611111,353.6499343179523,0,0
45.95255245833334,15.42249173611111,355.132895901416,0,0
45.95260554166667,15.42249173611111,356.5999114923746,0,0
45.952658625000005,15.42249173611111,358.07948495370357,0,0
45.95271170833334,15.42249173611111,359.7992852567791,0,0
45.95276479166667,15.42249173611111,361.43348642952486,0,0
45.952817875,15.42249173611111,363.19626427494063,0,0
45.952870958333335,15.42249173611111,364.01666666666665,6,0.1213351648511916
45.95292404166667,15.42249173611111,366.77142857142854,21,0.3614031611882317
45.952977125000004,15.42249173611111,367.3692307692308,26,0.2919025531253103
45.95303020833334,15.42249173611111,368.6054054054055,37,0.6869226108900528
45.953083291666665,15.42249173611111,369.98799999999994,25,0.8828680536051845
45.953136375,15.42249173611111,372.048,25,0.6203998710300522
45.953189458333334,15.42249173611111,373,11,0.3302891295515261
45.95324254166667,15.42249173611111,371.32969825288967,0,0
45.953295625,15.42249173611111,370.79764421700537,0,0
45.95334870833334,15.42249173611111,370.1114649681529,0,0
45.95340179166667,15.42249173611111,,0,0
45.95239320833333,15.422558541666668,351.02307692307687,13,0.23908108106729667
45.95244629166667,15.422558541666668,352.21111111111117,18,0.46534203532551494
45.952499375,15.422558541666668,353.76875,16,0.4411897975684197
45.95255245833334,15.422558541666668,355.0823529411765,17,0.4553412347835884
45.95260554166667,15.422558541666668,356.55555555555554,18,0.48901513516237627
45.952658625000005,15.422558541666668,358.1611111111111,18,0.41917761931839753
45.95271170833334,15.422558541666668,359.54374999999993,16,0.33721052406668367
45.95276479166667,15.422558541666668,360.8176470588235,17,0.42735203027371743
45.952817875,15.422558541666668,362.1071428571428,14,0.6227408148751714
45.952870958333335,15.422558541666668,364.7428571428573,21,0.5359205951175879
45.95292404166667,15.422558541666668,367.2095238095237,21,0.6746461237932948
45.952977125000004,15.422558541666668,367.39333333333326,15,0.4753478258450543
45.95303020833334,15.422558541666668,368.9842105263158,19,0.8922255779944481
45.953083291666665,15.422558541666668,370.3066666666666,15,0.6201791855981329
45.953136375,15.422558541666668,372.23636363636354,11,0.488546503438648
45.953189458333334,15.422558541666668,371.90952380952376,21,2.2803309621743306
45.95324254166667,15.422558541666668,369.25,20,0.11180339879689571
45.953295625,15.422558541666668,370.3133780547198,0,0
45.95334870833334,15.422558541666668,369.4635560473089,0,0
45.95340179166667,15.422558541666668,369.25,0,0
45.95239320833333,15.422625347222223,351.2747833125801,0,0
45.95244629166667,15.422625347222223,351.9007164220016,0,0
45.952499375,15.422625347222223,352.8214448421782,0,0
45.95255245833334,15.422625347222223,354.3377825470149,0,0
45.95260554166667,15.422625347222223,356.430726761153,0,0
45.952658625000005,15.422625347222223,358.4088735034973,0,0
45.95271170833334,15.422625347222223,360.05187545606464,0,0
45.95276479166667,15.422625347222223,361.6430005676096,0,0
45.952817875,15.422625347222223,362.0714285714285,7,0.06998542141197273
45.952870958333335,15.422625347222223,364.9782608695652,23,0.6724106675885603
45.95292404166667,15.422625347222223,367.23870967741925,31,1.1437565214415246
45.952977125000004,15.422625347222223,367.9384615384615,13,0.43771866895427786
45.95303020833334,15.422625347222223,368.56666666666666,12,0.12472191300239839
45.953083291666665,15.422625347222223,370.2894736842105,19,0.08519165287166222
45.953136375,15.422625347222223,372.0307692307693,13,0.6798015721119969
45.953189458333334,15.422625347222223,372.6937500000001,16,2.2802052401960102
45.95324254166667,15.422625347222223,368.92222222222233,18,0.6338204753439065
45.953295625,15.422625347222223,369.9474150390063,0,0
45.95334870833334,15.422625347222223,369.3650715551316,0,0
45.95340179166667,15.422625347222223,368.92222222222233,0,0
45.95239320833333,15.422692152777778,349.664705882353,17,0.4969805019384434
45.95244629166667,15.422692152777778,351.1922705314014,414,1.2212641600777678
45.952499375,15.422692152777778,352.1076388888891,144,1.213356218909048
45.95255245833334,15.422692152777778,353.93263193086284,0,0
45.95260554166667,15.422692152777778,357.21894061041536,0,0
45.952658625000005,15.422692152777778,359.57870684776447,0,0
45.95271170833334,15.422692152777778,361.3346330198746,0,0
45.95276479166667,15.422692152777778,362.47383064336844,0,0
45.952817875,15.422692152777778,362.5571428571429,7,0.15907898166199919
45.952870958333335,15.422692152777778,365.32000000000005,20,0.8429709366058487
45.95292404166667,15.422692152777778,367.5935483870968,31,1.2661690973559079
45.952977125000004,15.422692152777778,367.9555555555555,9,0.37449554549250397
45.95303020833334,15.422692152777778,368.8375000000001,16,0.05994789337143907
45.953083291666665,15.422692152777778,370.3823529411765,17,0.11496953097021909
45.953136375,15.422692152777778,371.84615384615387,13,0.7692307692135308
45.953189458333334,15.422692152777778,374.14545454545447,11,0.15587662009719708
45.95324254166667,15.422692152777778,368.58260869565214,23,0.7676345223634538
45.953295625,15.422692152777778,369.8373509507044,0,0
45.95334870833334,15.422692152777778,369.4153531034183,0,0
45.95340179166667,15.422692152777778,368.58260869565214,0,0
45.95239320833333,15.422758958333333,352.9650186382295,0,0
45.95244629166667,15.422758958333333,353.025,8,0.0433012703774167
45.952499375,15.422758958333333,354.35966190750935,0,0
45.95255245833334,15.422758958333333,356.6833748209905,0,0
45.95260554166667,15.422758958333333,359.4425133751441,0,0
45.952658625000005,15.422758958333333,361.45778715793585,0,0
45.95271170833334,15.422758958333333,362.61661992187913,0,0
45.95276479166667,15.422758958333333,363.2924654964829,0,0
45.952817875,15.422758958333333,362.875,8,0.1089724734389548
45.952870958333335,15.422758958333333,365.6421052631578,19,0.9120917483194934
45.95292404166667,15.422758958333333,367.2318181818182,22,1.0146142857011158
45.952977125000004,15.422758958333333,368.65,16,0.8015609771042363
45.95303020833334,15.422758958333333,368.921052631579,19,0.13984558138234227
45.953083291666665,15.422758958333333,370.4210526315789,19,0.24187632210845927
45.953136375,15.422758958333333,371.78000000000003,15,0.7687218829117966
45.953189458333334,15.422758958333333,374.425,12,0.09242113741275447
45.95324254166667,15.422758958333333,368.728,25,0.7707243346093876
45.953295625,15.422758958333333,369.9627633786186,0,0
45.95334870833334,15.422758958333333,369.3954296790166,0,0
45.95340179166667,15.422758958333333,368.728,0,0
45.95239320833333,15.42282576388889,355.04999999999995,22,1.2851423691876624
45.95244629166667,15.42282576388889,355.93999999999994,20,1.626775952630238
45.952499375,15.42282576388889,357.195,20,1.260743828052143
45.95255245833334,15.42282576388889,358.9722222222223,18,1.2613068864084203
45.95260554166667,15.42282576388889,360.55789473684206,19,1.177113234959719
45.952658625000005,15.42282576388889,361.8611111111111,18,0.8518860701816022
45.95271170833334,15.42282576388889,362.6125,16,0.6009107670783465
45.95276479166667,15.42282576388889,363.5904761904762,21,0.4374218427147528
45.952817875,15.42282576388889,363.78235294117655,17,0.5533165183431243
45.952870958333335,15.42282576388889,365.8947368421052,19,0.9264951979418752
45.95292404166667,15.42282576388889,366.8842105263157,19,0.31332370672217286
45.952977125000004,15.42282576388889,368.885,20,0.807635437522503
45.95303020833334,15.42282576388889,369.1105263157895,19,0.2573032958773584
45.953083291666665,15.42282576388889,370.29473684210524,19,0.4236106507567552
45.953136375,15.42282576388889,371.90769230769223,13,0.6730659340002672
45.953189458333334,15.42282576388889,374.63333333333327,12,0.1972026595366826
45.95324254166667,15.42282576388889,368.9304347826087,23,2.3648577092191707
45.953295625,15.42282576388889,370.08277759778815,0,0
45.95334870833334,15.42282576388889,369.4304731283209,0,0
45.95340179166667,15.42282576388889,368.9304347826087,0,0
45.95239320833333,15.422892569444445,352.483870967742,31,1.7555619951358625
45.95244629166667,15.422892569444445,353.27096774193546,31,2.2843356552986784
45.952499375,15.422892569444445,355.07,30,2.5221882033880485
45.95255245833334,15.422892569444445,356.553125,32,2.3478692966896064
45.95260554166667,15.422892569444445,358.5258064516128,31,1.9310648478159387
45.952658625000005,15.422892569444445,360.96896551724154,29,1.3613136272634603
45.95271170833334,15.422892569444445,362.70000000000005,32,0.960143218453264
45.95276479166667,15.422892569444445,364.2482758620689,29,0.6975922580190532
45.952817875,15.422892569444445,364.6785714285715,28,1.0485899180526401
45.952870958333335,15.422892569444445,366.07894736842104,19,0.9361617872665771
45.95292404166667,15.422892569444445,367.1263157894737,19,0.3274174949852483
45.952977125000004,15.422892569444445,368.9421052631579,19,0.7227985010501154
45.95303020833334,15.422892569444445,369.1315789473685,19,0.3756434920651185
45.953083291666665,15.422892569444445,370.3473684210526,19,0.5154133967804361
45.953136375,15.422892569444445,371.77857142857147,14,0.5906153829635785
45.953189458333334,15.422892569444445,375.22499999999997,12,0.10103629717923764
45.95324254166667,15.422892569444445,368.77727272727276,22,3.532952900655351
45.953295625,15.422892569444445,370.1044036156287,0,0
45.95334870833334,15.422892569444445,369.5053357512053,0,0
45.95340179166667,15.422892569444445,371.5386363636364,0,0
45.95239320833333,15.422959375000001,350.9381818181819,55,0.5468890228240488
45.95244629166667,15.422959375000001,351.91923076923075,26,0.5084056759900654
45.952499375,15.422959375000001,353.7384615384614,26,0.7312144393405812
45.95255245833334,15.422959375000001,356.14827586206894,29,0.9375759976923808
45.95260554166667,15.422959375000001,358.74074074074065,27,1.3598091531038596
45.952658625000005,15.422959375000001,360.87200000000007,25,1.4456887631657502
45.95271170833334,15.422959375000001,362.8807692307692,26,1.4607740916203769
45.95276479166667,15.422959375000001,364.3541666666667,24,1.5367658590558597
45.952817875,15.422959375000001,364.6863636363635,22,1.5992314786795654
45.952870958333335,15.422959375000001,366.32631578947365,19,1.0155849262616603
45.95292404166667,15.422959375000001,367.18636363636364,22,0.22216998920727138
45.952977125000004,15.422959375000001,368.76111111111106,18,0.6659486874554899
45.95303020833334,15.422959375000001,369.0473684210527,19,0.400484471073632
45.953083291666665,15.422959375000001,370.2444444444444,18,0.48099690719198146
45.953136375,15.422959375000001,371.42499999999995,16,0.4802343178644308
45.953189458333334,15.422959375000001,374.7636363636364,11,0.24223477436713853
45.95324254166667,15.422959375000001,368.82272727272726,22,4.069166970619301
45.953295625,15.422959375000001,370.0289485302057,0,0
45.95334870833334,15.422959375000001,370.3924035938486,0,0
45.95340179166667,15.422959375000001,372.7837789661319,0,0
45.95239320833333,15.423026180555556,352.1857142857143,49,0.6194138110603279
45.95244629166667,15.423026180555556,353.90909090909093,44,1.2681085022726466
45.952499375,15.423026180555556,355.20000000000005,40,1.556920036467966
45.95255245833334,15.423026180555556,356.97499999999997,44,1.2848991824747777
45.95260554166667,15.423026180555556,359.015,40,1.1860754613412388
45.952658625000005,15.423026180555556,360.4444444444444,36,0.84736337623103
45.95271170833334,15.423026180555556,361.86904761904754,42,0.5824775063736142
45.95276479166667,15.423026180555556,363.5756097560976,41,0.47100333369617897
45.952817875,15.423026180555556,364.9526315789473,38,0.42161147126740844
45.952870958333335,15.423026180555556,366.39411764705875,17,1.0304028842439645
45.95292404166667,15.423026180555556,367.21111111111105,18,0.05665577257403845
45.952977125000004,15.423026180555556,368.63809523809516,21,0.6106017255238225
45.95303020833334,15.423026180555556,368.8349999999999,20,0.4650537603475657
45.953083291666665,15.423026180555556,370.0388888888889,18,0.43351135945800645
45.953136375,15.423026180555556,370.8533333333333,15,0.34615346627701005
45.953189458333334,15.423026180555556,373.97999999999996,15,0.15577761920576713
45.95324254166667,15.423026180555556,368.66666666666674,24,4.46417841139854
45.953295625,15.423026180555556,370.1057135874877,0,0
45.95334870833334,15.423026180555556,371.4292274695003,0,0
45.95340179166667,15.423026180555556,373.3576880834706,0,0
45.95239320833333,15.423092986111111,351.38,10,0.11661903785887257
45.95244629166667,15.423092986111111,352.4083333333333,12,0.49909640574689157
45.952499375,15.423092986111111,354.11818181818177,11,0.4323680709860027
45.95255245833334,15.423092986111111,355.7111111111111,9,0.4909049340560919
45.95260554166667,15.423092986111111,357.39,10,0.4867237409341811
45.952658625000005,15.423092986111111,359.2,11,0.5815340215285371
45.95271170833334,15.423092986111111,361.06,10,0.4386342439559445
45.95276479166667,15.423092986111111,362.7272727272727,11,0.508278572681116
45.952817875,15.423092986111111,365.79999999999995,10,0.7641989270024298
45.952870958333335,15.423092986111111,366.11052631578946,19,0.949733888953006
45.95292404166667,15.423092986111111,367.1052631578948,19,0.06046907989540722
45.952977125000004,15.423092986111111,368.5357142857143,14,0.5524066086030639
45.95303020833334,15.423092986111111,368.2576923076924,26,0.5772435006174332
45.953083291666665,15.423092986111111,369.5214285714286,14,0.43124168138432517
45.953136375,15.423092986111111,370.0882352941177,17,0.10222439508359711
45.953189458333334,15.423092986111111,373.725,16,0.30310889129766855
45.95324254166667,15.423092986111111,368.62799999999993,25,5.092702229667536
45.953295625,15.423092986111111,369.93972549019605,0,0
45.95334870833334,15.423092986111111,371.91441558441545,0,0
45.95340179166667,15.423092986111111,374.3,5,0.1095445114457717
45.95239320833333,15.423159791666667,352.30093736298625,0,0
45.95244629166667,15.423159791666667,353.23560909212154,0,0
45.952499375,15.423159791666667,354.39630236794153,0,0
45.95255245833334,15.423159791666667,356.024137274383,0,0
45.95260554166667,15.423159791666667,357.74387895346894,0,0
45.952658625000005,15.423159791666667,359.4756057057695,0,0
45.95271170833334,15.423159791666667,361.283196486615,0,0
